m_category_id,keyword,fortune
1,合言葉,'誰かに気付いて欲しいことがあるしるしです。それは自分の魅力や実力だったり頑張っていること努力していることへの評価だったりとさまざまでしょう。また誰かに助けを求めていたり、愚痴・不満などココロの奥にある本心を吐き出したいという思いがあるのかもしれません。
